qtype_Computational,qtype_Descriptive,qtype_Differentiate,qtype_Discrete,qtype_Mathematical,qtype_Other,qtype_Proof,qtype_Statistical,qtype_What,keyword_count,keyword_tfidf,sentence_count,readability_scores,avg_word_length,difficulty_level_encoded
0,1,0,0,0,0,0,0,0,6,4.322107567,3,32.66666667,6.428571429,1
0,1,0,0,0,0,0,0,0,6,4.526108926,3,30.89275362,6.083333333,1
1,0,0,0,0,0,0,0,0,6,3.885067301,3,29.46666667,6.7,2
0,0,1,0,0,0,0,0,0,4,4.780080286,2,32.33333333,7.125,0
0,0,1,0,0,0,0,0,0,3,7.979661888,2,32.4,6.714285714,0
0,1,0,0,0,0,0,0,0,4,3.398663414,2,29.06666667,5.75,1
0,1,0,0,0,0,0,0,0,3,3.56120913,1,33.2,5.2,0
0,0,0,0,1,0,0,0,0,4,5.39337771,2,19.94285714,7.333333333,0
0,0,0,0,0,0,0,0,1,5,6.177759823,3,29.06666667,5.3,1
0,1,0,0,0,0,0,0,0,3,3.186802426,2,28.46666667,7.5,0
0,0,0,0,0,1,0,0,0,3,5.196032476,2,30.29230769,7.8,1
0,1,0,0,0,0,0,0,0,3,4.125026135,2,27.65454545,5,0
0,1,0,0,0,0,0,0,0,5,4.570241723,3,31.37142857,5.545454545,2
0,1,0,0,0,0,0,0,0,4,5.657815264,2,30.29230769,6.428571429,1
0,1,0,0,0,0,0,0,0,4,4.316904605,2,28.51428571,6.75,2
0,1,0,0,0,0,0,0,0,5,4.034407629,2,35,6.888888889,2
1,0,0,0,0,0,0,0,0,4,4.860085907,2,34.22857143,5.285714286,1
0,1,0,0,0,0,0,0,0,3,4.517431406,2,32.4,5.777777778,2
0,1,0,0,0,0,0,0,0,5,4.56603954,2,30.26666667,5.7,2
0,1,0,0,0,0,0,0,0,5,4.043230953,2,32.33333333,5.75,1
0,1,0,0,0,0,0,0,0,3,4.418593855,2,26,4.8,1
1,0,0,0,0,0,0,0,0,3,3.894855446,0,30.26666667,5.166666667,1
0,1,0,0,0,0,0,0,0,10,4.756624415,2,31.31428571,5.153846154,1
0,1,0,0,0,0,0,0,0,14,4.822933982,4,34.99767442,4.846153846,2
0,1,0,0,0,0,0,0,0,11,5.201367298,4,29.36666667,5.117647059,2
1,0,0,0,0,0,0,0,0,6,4.593081233,3,28.14901961,5.875,1
0,1,0,0,0,0,0,0,0,8,4.036058739,2,36.08888889,4.916666667,1
0,0,0,0,0,1,0,0,0,2,6.061726441,2,25.73333333,5.6,0
1,0,0,0,0,0,0,0,0,2,3.996825752,1,37.08571429,5.4,1
0,0,0,0,0,1,0,0,0,3,4.358112832,2,30.29230769,5.8,0
0,1,0,0,0,0,0,0,0,3,3.54281546,1,38.9,5.222222222,2
1,0,0,0,0,0,0,0,0,4,3.647318481,3,28.14901961,6.142857143,0
0,0,0,0,0,1,0,0,0,3,4.705908383,1,31.46666667,4.833333333,1
0,1,0,0,0,0,0,0,0,3,3.6818673,2,30,6.4,0
0,1,0,0,0,0,0,0,0,3,4.560727584,0,29.85454545,4.125,0
1,0,0,0,0,0,0,0,0,9,4.95488821,4,27.72758621,5.636363636,2
0,1,0,0,0,0,0,0,0,4,5.105355453,2,30.7,4.777777778,1
1,0,0,0,0,0,0,0,0,3,4.578087505,2,31.37142857,6,2
0,0,0,0,0,0,0,0,1,2,4.451335253,2,30,4.8,1
0,0,0,0,0,0,0,0,1,3,5.024349523,2,24.01818182,5.2,0
0,0,0,0,0,0,0,1,0,4,6.031961601,2,31.37142857,5.2,1
1,0,0,0,0,0,0,0,0,2,3.797876959,1,34.71111111,5.857142857,2
0,1,0,0,0,0,0,0,0,2,3.8609784,2,28.46666667,6.6,1
0,1,0,0,0,0,0,0,0,6,4.956824139,2,32.48888889,5.5,1
0,0,0,0,0,0,0,0,1,4,4.839765289,2,28.51428571,4.428571429,0
1,0,0,0,0,0,0,0,0,2,3.372646668,2,30,5.4,1
1,0,0,0,0,0,0,0,0,2,3.79603227,1,33.2,6.25,0
1,0,0,0,0,0,0,0,0,3,4.058326988,0,30.26666667,5,0
0,0,0,0,0,0,0,1,0,4,5.694959608,2,32.48888889,4.7,0
0,1,0,0,0,0,0,0,0,7,5.222832869,2,32,5.727272727,1
0,0,1,0,0,0,0,0,0,3,4.595244594,2,28.46666667,5,0
0,0,0,0,0,1,0,0,0,3,4.699168409,2,32.33333333,6.571428571,0
0,1,0,0,0,0,0,0,0,5,8.309371435,2,33.2,4.444444444,1
0,1,0,0,0,0,0,0,0,5,4.527924015,2,31.63529412,5.25,2
0,0,0,0,0,1,0,0,0,5,5.017672844,2,36.34117647,5.8,1
0,0,0,0,0,1,0,0,0,4,7.250845882,2,28.51428571,4.428571429,2
0,0,0,0,0,1,0,0,0,7,5.442157562,2,36,6.777777778,0
0,0,0,0,0,0,0,0,1,4,6.800454361,2,27.21538462,6.25,1
0,1,0,0,0,0,0,0,0,4,4.64836484,1,40.66666667,6.2,1
0,1,0,0,0,0,0,0,0,5,5.690225122,2,36.58095238,6.090909091,0
0,1,0,0,0,0,0,0,0,5,3.788962304,1,38.13333333,6.857142857,1
0,1,0,0,0,0,0,0,0,2,4.132355487,1,34,6.333333333,1
0,0,1,0,0,0,0,0,0,3,4.508442481,1,39.15555556,6.833333333,0
0,1,0,0,0,0,0,0,0,3,3.726041981,1,33.2,5.8,2
0,0,1,0,0,0,0,0,0,3,6.642208455,1,38.2,5.6,1
0,1,0,0,0,0,0,0,0,3,4.717943101,1,34.71111111,6.666666667,2
0,0,0,0,0,1,0,0,0,3,4.987027786,1,29.85454545,6,2
0,1,0,0,0,0,0,0,0,3,3.503930257,1,33.2,5.75,1
0,1,0,0,0,0,0,0,0,3,4.21730593,1,32,6.666666667,1
0,1,0,0,0,0,0,0,0,2,3.241176275,1,33.2,6.6,2
0,1,0,0,0,0,0,0,0,4,4.165535888,0,24.66666667,3.625,1
1,0,0,0,0,0,0,0,0,6,4.712946251,2,34.67619048,6.3,2
0,1,0,0,0,0,0,0,0,4,6.006623488,3,29.06666667,5.555555556,2
1,0,0,0,0,0,0,0,0,4,3.782759804,2,33.98823529,6.3,2
0,1,0,0,0,0,0,0,0,7,4.470150676,2,36.58095238,6.538461538,2
0,1,0,0,0,0,0,0,0,3,3.70168488,1,34.71111111,6.571428571,1
0,1,0,0,0,0,0,0,0,4,4.765047247,2,36.44615385,4.666666667,2
1,0,0,0,0,0,0,0,0,5,5.125062748,3,29.06666667,6.7,2
0,1,0,0,0,0,0,0,0,4,4.337464379,2,35,5.555555556,2
0,1,0,0,0,0,0,0,0,3,4.418593855,2,26,4.8,1
1,0,0,0,0,0,0,0,0,3,4.02225582,0,32,6,1
0,1,0,0,0,0,0,0,0,4,4.011532192,1,36,5.833333333,1
0,1,0,0,0,0,0,0,0,6,6.442754171,2,32,5,2
0,1,0,0,0,0,0,0,0,5,7.362518988,2,35.7,5.875,1
0,0,1,0,0,0,0,0,0,2,5.504713091,1,34,6.333333333,1
1,0,0,0,0,0,0,0,0,3,3.64167343,1,37.08571429,6,1
0,1,0,0,0,0,0,0,0,3,3.077657161,2,26,5.75,2
0,1,0,0,0,0,0,0,0,1,4.895124208,1,34,7,2
1,0,0,0,0,0,0,0,0,3,5.923758832,1,40,6.714285714,1
1,0,0,0,0,0,0,0,0,2,4.166991265,1,37.08571429,7.2,2
0,1,0,0,0,0,0,0,0,3,3.094721035,1,33.2,6,1
1,0,0,0,0,0,0,0,0,2,3.480016639,1,35.73333333,6.75,1
0,1,0,0,0,0,0,0,0,3,3.785973634,2,27.65454545,7.2,1
0,1,0,0,0,0,0,0,0,3,4.421824416,0,32,5.142857143,1
1,0,0,0,0,0,0,0,0,25,7.090683009,2,45.33580247,5,2
0,1,0,0,0,0,0,0,0,9,5.066584659,3,29.86666667,6.181818182,1
0,1,0,0,0,0,0,0,0,15,5.222024755,2,34.11428571,5.227272727,2
0,1,0,0,0,0,0,0,0,22,6.644717066,4,24.42222222,4.724137931,2
0,1,0,0,0,0,0,0,0,5,3.675720464,1,34.8,6.666666667,1
0,0,0,0,0,0,0,0,1,5,5.392906376,2,27,7.333333333,0
0,1,0,0,0,0,0,0,0,4,4.366527074,1,34.71111111,5.2,2
0,0,0,0,0,0,0,0,1,5,5.064880736,2,35,6,1
0,1,0,0,0,0,0,0,0,7,5.35202413,2,30,5.636363636,2
0,0,0,0,1,0,0,0,0,6,4.777855936,2,35.37894737,6.5,1
1,0,0,0,0,0,0,0,0,7,4.11001639,2,33.27368421,4.3,2
0,1,0,0,0,0,0,0,0,13,6.931597567,2,37.4372093,5.8,2
0,1,0,0,0,0,0,0,0,3,4.238378163,0,26.73846154,4.125,0
0,1,0,0,0,0,0,0,0,9,4.601134684,0,33.33333333,5.210526316,2
0,0,0,0,0,1,0,0,0,3,5.282300111,1,32,6.714285714,1
0,1,0,0,0,0,0,0,0,6,4.960432958,2,31.37142857,7,1
0,1,0,0,0,0,0,0,0,6,4.228719977,1,38,5.555555556,2
0,0,1,0,0,0,0,0,0,5,4.663340063,2,37.48421053,6.727272727,2
0,0,0,0,0,1,0,0,0,3,4.732618446,1,34.71111111,8,0
0,0,0,0,0,1,0,0,0,5,4.954343104,1,41.4,5.571428571,0
0,1,0,0,0,0,0,0,0,6,4.554580479,2,38.94545455,6.454545455,1
0,1,0,0,0,0,0,0,0,4,4.214185846,1,33.49090909,7.166666667,1
0,0,1,0,0,0,0,0,0,4,4.876182686,1,38.13333333,5.428571429,1
1,0,0,0,0,0,0,0,0,8,4.328850731,0,29.6,4.428571429,2
0,0,0,0,0,1,0,0,0,12,5.860249429,1,39.05,5.1875,2
0,0,0,0,0,1,0,0,0,3,5.127100325,2,29.06666667,5.8,2
1,0,0,0,0,0,0,0,0,4,3.887671862,1,38,5.857142857,1
0,1,0,0,0,0,0,0,0,5,4.367003075,2,33.2,6.333333333,1
0,1,0,0,0,0,0,0,0,12,6.283419408,2,36.08888889,4.80952381,
0,0,0,0,0,1,0,0,0,3,4.751800185,1,38.2,8.4,1
0,0,0,0,0,0,0,0,1,4,6.36938651,2,25.65714286,6.666666667,0
0,0,0,0,0,1,0,0,0,6,4.299139614,1,37.38823529,6,1
0,0,0,0,0,1,0,0,0,4,5.340741105,1,33.49090909,6.857142857,0
1,0,0,0,0,0,0,0,0,17,5.27927107,3,37.86666667,5.518518519,2
1,0,0,0,0,0,0,0,0,19,7.249849007,3,38.60606061,5.53125,2
0,1,0,0,0,0,0,0,0,8,4.903681684,3,30.89275362,5.461538462,2
0,1,0,0,0,0,0,0,0,6,5.840414952,2,26.92941176,4.875,1
0,1,0,0,0,0,0,0,0,6,5.419783699,2,31.16842105,5.5,2
0,1,0,0,0,0,0,0,0,13,5.068507451,1,40.74594595,4.523809524,1
0,1,0,0,0,0,0,0,0,6,6.729798618,2,28,5.4,0
0,1,0,0,0,0,0,0,0,5,4.141454836,1,35.96923077,6.75,1
0,1,0,0,0,0,0,0,0,3,3.364827123,1,29.06666667,7,2
0,1,0,0,0,0,0,0,0,5,3.708345551,1,31.31428571,4.875,2
1,0,0,0,0,0,0,0,0,4,3.704333137,2,29.06666667,4.8,1
0,1,0,0,0,0,0,0,0,3,4.016327402,1,28.2,5.25,0
0,1,0,0,0,0,0,0,0,4,4.464560544,0,22.74285714,3.25,2
1,0,0,0,0,0,0,0,0,17,5.277138847,3,35.56666667,5.208333333,2
1,0,0,0,0,0,0,0,0,24,5.919491027,3,34.83577236,5.333333333,2
0,1,0,0,0,0,0,0,0,20,6.209737277,3,39.87956989,6.033333333,2
0,1,0,0,0,0,0,0,0,6,4.427499657,2,28.04444444,5.444444444,0
0,1,0,0,0,0,0,0,0,6,5.840414952,2,26.92941176,5.375,1
0,1,0,0,0,0,0,0,0,6,5.419783699,2,31.16842105,5.5,2
0,1,0,0,0,0,0,0,0,3,3.595876183,1,29.06666667,7.666666667,1
0,1,0,0,0,0,0,0,0,13,5.011058909,1,41.82702703,4.571428571,1
0,1,0,0,0,0,0,0,0,3,3.722797441,2,30,5.25,0
0,1,0,0,0,0,0,0,0,5,3.736238495,1,31.31428571,5.25,1
0,1,0,0,0,0,0,0,0,5,4.141454836,1,35.96923077,6.75,1
0,0,1,0,0,0,0,0,0,2,4.338167273,1,34,6.666666667,1
0,1,0,0,0,0,0,0,0,4,4.327234008,0,22.74285714,3.75,1
0,0,0,0,0,0,0,0,1,5,4.150245543,2,34,6.166666667,0
0,1,0,0,0,0,0,0,0,2,3.603060018,1,38.2,5,0
0,1,0,0,0,0,0,0,0,4,4.301373526,2,31.37142857,5.285714286,1
0,1,0,0,0,0,0,0,0,3,3.790213333,1,34,7.25,1
0,1,0,0,0,0,0,0,0,4,3.982393839,2,34.92727273,7,1
0,1,0,0,0,0,0,0,0,3,3.852935977,2,32.4,5.857142857,0
0,1,0,0,0,0,0,0,0,2,4.582398225,2,28.46666667,7.2,0
0,1,0,0,0,0,0,0,0,2,3.729645682,1,37.08571429,6,1
0,1,0,0,0,0,0,0,0,3,4.518050283,2,29.06666667,7.5,2
0,1,0,0,0,0,0,0,0,9,4.367682381,0,30.05925926,4.071428571,2
0,1,0,0,0,0,0,0,0,4,5.189409808,2,31.37142857,6.222222222,2
0,1,0,0,0,0,0,0,0,3,3.828875182,2,31.6,6.166666667,0
0,1,0,0,0,0,0,0,0,2,4.107199613,2,27.65454545,5.666666667,1
0,1,0,0,0,0,0,0,0,5,5.639286897,2,32.4,7.833333333,0
0,1,0,0,0,0,0,0,0,4,5.08697658,2,28.51428571,5.285714286,0
0,1,0,0,0,0,0,0,0,4,4.61947887,2,27.65454545,4.8,2
0,1,0,0,0,0,0,0,0,4,4.323819257,2,27.21538462,4.833333333,1
0,1,0,0,0,0,0,0,0,3,3.650876923,2,26,5.5,0
0,0,0,0,0,1,0,0,0,3,5.414616315,1,34.71111111,7.666666667,0
0,1,0,0,0,0,0,0,0,3,4.32678207,2,28.46666667,7.6,0
0,1,0,0,0,0,0,0,0,4,3.766151391,1,29.06666667,8.333333333,0
0,1,0,0,0,0,0,0,0,9,4.574769796,0,34.33548387,4.666666667,2
0,1,0,0,0,0,0,0,0,2,3.716737978,1,31.37142857,5.6,1
1,0,0,0,0,0,0,0,0,9,4.748993182,2,27.62222222,4.25,1
0,1,0,0,0,0,0,0,0,2,3.241176275,1,38.2,6.6,2
0,1,0,0,0,0,0,0,0,3,3.759902956,1,25.82222222,5,2
0,1,0,0,0,0,0,0,0,5,4.305463624,2,31.37142857,6.5,1
0,1,0,0,0,0,0,0,0,2,3.578956405,2,31.6,6.25,0
0,1,0,0,0,0,0,0,0,8,6.34241648,2,30.7,7.222222222,1
0,1,0,0,0,0,0,0,0,2,3.895057992,2,34,6.166666667,1
0,1,0,0,0,0,0,0,0,2,3.196782202,1,38.2,6,0
0,1,0,0,0,0,0,0,0,3,6.442895306,2,34.22857143,7,1
0,1,0,0,0,0,0,0,0,2,3.938507928,2,26.6,5,0
0,1,0,0,0,0,0,0,0,4,6.338768662,2,28.46666667,7.75,1
0,0,1,0,0,0,0,0,0,4,4.506665952,1,39.15555556,6.4,0
0,1,0,0,0,0,0,0,0,3,3.099832423,1,28.2,6.2,2
0,0,1,0,0,0,0,0,0,3,4.477412573,1,37.08571429,4.75,1
0,1,0,0,0,0,0,0,0,3,3.824163718,1,38.2,4.75,1
0,1,0,0,0,0,0,0,0,2,3.568387534,2,26.6,5.5,0
0,1,0,0,0,0,0,0,0,2,4.108846789,2,31.29090909,6.5,2
0,0,0,0,0,1,0,0,0,3,5.791649234,2,27,5.833333333,2
0,0,0,0,0,1,0,0,0,2,4.549008126,1,31.37142857,7,0
0,0,1,0,0,0,0,0,0,3,4.627893112,1,38.2,7.2,0
0,1,0,0,0,0,0,0,0,4,4.132474417,2,33.36923077,6,1
0,0,1,0,0,0,0,0,0,5,7.731213842,2,32.48888889,4.6,1
0,0,0,0,0,1,0,0,0,3,4.895185951,1,41.46666667,7,2
0,1,0,0,0,0,0,0,0,5,4.568015368,2,29.28235294,6,2
0,0,1,0,0,0,0,0,0,9,5.359088197,4,33.60434783,5.714285714,2
1,0,0,0,0,0,0,0,0,4,3.475241631,2,29.66666667,5.125,2
0,1,0,0,0,0,0,0,0,6,4.861487572,3,31.53333333,5.8,2
0,1,0,0,0,0,0,0,0,5,4.957091807,2,32.33333333,6.571428571,1
0,1,0,0,0,0,0,0,0,3,4.320923301,1,39.15555556,5.6,2
0,0,0,0,0,1,0,0,0,4,5.282300111,1,33.49090909,6.714285714,1
1,0,0,0,0,0,0,0,0,5,3.858393611,2,30.7,5.375,2
0,0,0,0,0,0,0,0,1,8,5.612931385,2,33.49090909,6,2
0,0,0,0,0,1,0,0,0,5,4.954343104,1,41.4,5.571428571,2
0,1,0,0,0,0,0,0,0,5,4.244224235,2,33.2,7,1
0,1,0,0,0,0,0,0,0,5,4.367003075,2,33.2,6.333333333,1
0,1,0,0,0,0,0,0,0,4,3.731288459,2,36.44615385,6,2
1,0,0,0,0,0,0,0,0,9,5.043117613,4,30.25333333,6.428571429,2
0,1,0,0,0,0,0,0,0,5,4.957091807,2,32.33333333,6.571428571,2
1,0,0,0,0,0,0,0,0,5,4.674126964,2,32,6,2
1,0,0,0,0,0,0,0,0,4,3.475241631,2,29.66666667,5.125,2
0,1,0,0,0,0,0,0,0,10,4.668624425,2,33.49090909,5,2
1,0,0,0,0,0,0,0,0,8,4.380683894,2,37.99259259,5.533333333,2
0,0,0,0,0,1,0,0,0,4,5.282300111,1,33.49090909,6.714285714,1
0,1,0,0,0,0,0,0,0,3,5.78124451,2,34,5.857142857,1
0,1,0,0,0,0,0,0,0,4,3.852266577,1,39.15555556,6,1
0,1,0,0,0,0,0,0,0,5,5.290131455,2,30.7,5.777777778,1
0,1,0,0,0,0,0,0,0,3,4.56757663,1,38.2,6.2,1
0,1,0,0,0,0,0,0,0,3,4.669741755,1,34.71111111,5.6,0
0,1,0,0,0,0,0,0,0,5,5.332055396,2,27.21538462,5.166666667,1
0,1,0,0,0,0,0,0,0,3,3.789223233,2,34,6.5,1
0,1,0,0,0,0,0,0,0,2,4.669741755,2,28.46666667,5.2,2
0,1,0,0,0,0,0,0,0,2,4.156751884,1,37.08571429,6,1
0,1,0,0,0,0,0,0,0,4,5.633981447,2,29.66666667,4.75,2
0,1,0,0,0,0,0,0,0,4,5.84644268,1,37.12727273,6.142857143,2
0,1,0,0,0,0,0,0,0,4,3.885768446,1,33.49090909,5.857142857,1
0,1,0,0,0,0,0,0,0,10,4.988414826,0,38.66666667,6.588235294,2
0,0,0,1,0,0,0,0,0,3,4.888450756,2,31.37142857,5.875,1
0,1,0,0,0,0,0,0,0,2,3.594360994,1,38.2,6,1
0,1,0,0,0,0,0,0,0,6,4.51656593,2,37.66666667,5.444444444,1
0,0,0,0,0,0,0,0,1,5,4.733610466,2,35,5.2,0
0,1,0,0,0,0,0,0,0,6,4.524538345,2,29.28235294,6.25,0
1,0,0,0,0,0,0,0,0,7,7.549851347,0,48.58723404,4.771428571,2
0,1,0,0,0,0,0,0,0,3,4.380964633,2,31.29090909,4.5,2
0,1,0,0,0,0,0,0,0,13,7.452332464,3,36.29803922,5.476190476,2
0,1,0,0,0,0,0,0,0,5,4.4682125,2,26.95789474,6,1
0,0,0,0,0,0,1,0,0,28,7.73698901,6,32.89962547,4.803571429,2
0,0,0,0,0,1,0,0,0,13,9.737944521,4,34.17142857,5.12,2
0,1,0,0,0,0,0,0,0,5,4.562773075,2,28.51428571,5.428571429,1
0,1,0,0,0,0,0,0,0,5,5.206118304,2,24.33333333,4.375,1
0,1,0,0,0,0,0,0,0,2,3.931506192,1,38.2,6.333333333,1
0,1,0,0,0,0,0,0,0,4,4.696081851,1,40.76363636,6.5,1
0,0,1,0,0,0,0,0,0,3,8.524977432,1,39.15555556,7,1
0,1,0,0,0,0,0,0,0,4,3.545093033,1,33.49090909,7.4,1
0,0,0,0,0,1,0,0,0,21,6.477343307,4,22.09411765,3.391304348,2
0,1,0,0,0,0,0,0,0,4,4.029049544,2,33.36923077,5.75,1
0,1,0,0,0,0,0,0,0,3,5.874243549,2,30.29230769,7,1
0,1,0,0,0,0,0,0,0,3,3.446752634,1,38.2,6.6,1
0,0,0,0,0,1,0,0,0,2,4.797646034,1,24,4.75,0
0,1,0,0,0,0,0,0,0,4,4.970557235,1,38.2,5.2,1
0,0,0,0,0,1,0,0,0,23,7.934915838,5,30.73454545,4.555555556,2
0,1,0,0,0,0,0,0,0,3,4.770227265,2,29.06666667,6.142857143,1
0,1,0,0,0,0,0,0,0,8,3.867437442,1,35.33333333,6,2
0,1,0,0,0,0,0,0,0,3,4.576388815,2,32.4,7,1
0,0,1,0,0,0,0,0,0,4,4.831173969,2,32.4,4.833333333,2
0,0,0,0,0,0,0,0,1,4,4.117483922,2,32.91111111,5.2,0
0,1,0,0,0,0,0,0,0,3,4.480984619,2,32.4,6.285714286,1
0,1,0,0,0,0,0,0,0,3,3.965492171,1,34,8.75,1
0,0,0,0,0,0,0,0,1,4,4.552519482,1,29.85454545,4.5,0
0,0,1,0,0,0,0,0,0,5,5.851926039,2,33.2,6.125,1
0,1,0,0,0,0,0,0,0,3,4.110446794,1,35.73333333,6,1
0,0,0,0,0,1,0,0,0,4,4.133421716,2,34.71111111,5,1
0,0,0,0,0,1,0,0,0,7,6.676017448,2,37.12727273,6.076923077,2
0,1,0,0,0,0,0,0,0,5,4.122140034,1,29.81538462,4.428571429,1
0,1,0,0,0,0,0,0,0,3,4.770227265,2,29.06666667,6.142857143,1
0,1,0,0,0,0,0,0,0,8,3.867437442,1,35.33333333,6,2
0,1,0,0,0,0,0,0,0,3,4.576388815,2,32.4,7,1
0,0,1,0,0,0,0,0,0,4,4.831173969,2,32.4,4.833333333,2
0,0,0,0,0,0,0,0,1,4,4.117483922,2,32.91111111,5.2,0
0,1,0,0,0,0,0,0,0,3,4.480984619,2,32.4,6.285714286,1
0,1,0,0,0,0,0,0,0,3,3.965492171,1,34,8.75,1
0,0,0,0,0,0,0,0,1,4,4.552519482,1,29.85454545,4.5,0
0,0,1,0,0,0,0,0,0,5,5.851926039,2,33.2,6.125,1
0,1,0,0,0,0,0,0,0,3,4.110446794,1,35.73333333,6,1
0,0,0,0,0,1,0,0,0,4,4.133421716,2,34.71111111,5,1
0,0,0,0,0,1,0,0,0,7,6.676017448,2,37.12727273,6.076923077,2
0,1,0,0,0,0,0,0,0,5,4.122140034,1,29.81538462,4.428571429,1
0,1,0,0,0,0,0,0,0,3,4.770227265,2,29.06666667,6.142857143,1
0,1,0,0,0,0,0,0,0,8,3.867437442,1,35.33333333,6,1
0,1,0,0,0,0,0,0,0,3,4.576388815,2,32.4,7,1
0,0,1,0,0,0,0,0,0,4,4.831173969,2,32.4,4.833333333,2
0,0,0,0,0,0,0,0,1,4,4.117483922,2,32.91111111,5.2,0
0,1,0,0,0,0,0,0,0,3,4.480984619,2,32.4,6.285714286,1
0,1,0,0,0,0,0,0,0,3,3.965492171,1,34,8.75,1
0,0,0,0,0,0,0,0,1,4,4.552519482,1,29.85454545,4.5,0
0,0,1,0,0,0,0,0,0,5,5.851926039,2,33.2,6.125,1
0,1,0,0,0,0,0,0,0,3,4.110446794,1,35.73333333,6,1
0,0,0,0,0,1,0,0,0,4,4.133421716,2,34.71111111,5,1
0,0,0,0,0,1,0,0,0,7,6.676017448,2,37.12727273,6.076923077,2
0,1,0,0,0,0,0,0,0,5,4.122140034,1,29.81538462,4.428571429,1
0,0,0,0,0,1,0,0,0,2,4.430183158,1,28.2,7.5,1
0,1,0,0,0,0,0,0,0,3,4.675409841,2,32.4,6.571428571,1
0,1,0,0,0,0,0,0,0,8,3.867437442,1,35.33333333,6,1
0,0,1,0,0,0,0,0,0,4,4.552438721,2,30,4.25,2
0,0,0,0,0,0,0,0,1,4,4.256113358,2,32.91111111,5,0
